PHONE_NUMBER,ACTIVATION_DATE,DEACTIVATION_DATE
39,1995-11-18,1995-12-13
301,1998-09-23,1998-09-26
773,1998-11-15,1998-12-06
474,1999-07-11,1999-07-22
174,1998-07-03,1998-07-24
622,1998-10-04,1998-10-14
716,2000-04-23,2000-05-09
979,2000-07-14,2000-07-20
65,1995-10-20,1995-11-13
530,2000-02-17,2000-03-01
344,1995-12-31,1996-01-24
353,1998-10-16,1998-11-14
77,1999-07-13,1999-08-03
20,1997-08-22,1997-08-31
974,1998-07-05,1998-07-29
693,1997-11-09,1997-11-19
279,1997-04-10,1997-04-16
33,1999-07-05,1999-07-08
642,2000-07-03,2000-07-09
366,1996-02-06,1996-02-19
739,1996-12-12,1996-12-24
340,1999-12-25,2000-01-11
802,1997-06-17,1997-07-13
977,1998-01-11,1998-02-06
118,1998-08-25,1998-09-13
171,2000-01-25,2000-02-17
707,1998-08-01,1998-08-10
535,1998-09-15,1998-09-21
797,2000-03-17,2000-04-04
59,2000-02-26,2000-03-04
829,1997-04-25,1997-05-24
764,1998-06-30,1998-07-06
310,1998-11-29,1998-12-24
872,1998-10-28,1998-11-18
860,2000-06-15,2000-06-21
940,1996-12-22,1997-01-13
512,1997-09-24,1997-10-13
229,1997-07-18,1997-08-10
404,1996-11-28,1996-11-30
958,1996-03-17,1996-04-03
207,1997-05-21,1997-06-11
473,2000-04-08,2000-04-21
19,1995-08-08,1995-08-11
550,1998-11-17,1998-11-19
401,1999-07-25,1999-08-22
522,1996-05-18,1996-05-30
898,1999-10-13,1999-11-07
881,1999-08-17,1999-09-07
769,1996-06-01,1996-06-05
345,1996-01-21,1996-02-05
36,1999-12-01,1999-12-30
424,1998-05-13,1998-05-22
504,1997-07-21,1997-07-26
625,1996-11-26,1996-12-13
211,1996-07-16,1996-07-27
746,1996-09-21,1996-10-11
26,1999-11-19,1999-12-14
756,1996-05-06,1996-05-19
990,1998-12-29,1999-01-23
356,1995-09-22,1995-09-28
166,1999-03-16,1999-03-20
735,1996-01-08,1996-01-17
742,1997-02-18,1997-02-25
222,1999-04-12,1999-04-25
409,1997-03-02,1997-03-20
903,1996-01-20,1996-02-13
703,1998-10-09,1998-10-29
502,1996-02-19,1996-02-28
935,1997-01-14,1997-01-27
495,1998-11-29,1998-12-28
569,1997-09-11,1997-10-04
406,1996-01-15,1996-02-13
105,1997-05-16,1997-06-06
203,1999-08-03,1999-08-14
875,1997-11-13,1997-12-09
718,1995-10-08,1995-11-02
404,1998-05-01,1998-05-04
669,1997-08-26,1997-08-30
914,1996-06-10,1996-06-12
732,1998-01-01,1998-01-09
301,1999-03-24,1999-04-23
652,2000-02-14,2000-02-23
212,1998-07-20,1998-08-15
441,1996-05-07,1996-06-05
464,1999-10-02,1999-10-05
382,1996-11-08,1996-11-25
315,1997-06-13,1997-06-20
41,1999-08-20,1999-09-15
453,1998-05-27,1998-06-07
461,2000-02-25,2000-03-07
857,1995-08-10,1995-08-30
1000,1996-03-09,1996-04-04
268,1998-01-01,1998-01-26
63,1997-03-16,1997-04-12
676,1998-03-31,1998-04-25
530,2000-01-21,2000-02-17
315,1998-04-19,1998-05-08
821,1995-11-12,1995-12-03
813,2000-02-27,2000-03-26
289,1998-08-17,1998-09-04
683,1999-12-28,2000-01-03
461,1997-08-05,1997-08-29
48,1998-01-09,1998-01-14
982,1997-06-03,1997-06-05
610,1998-04-07,1998-04-30
494,1997-01-16,1997-01-17
643,1996-07-26,1996-08-09
235,1999-03-07,1999-03-30
217,1997-08-23,1997-08-27
691,1998-02-14,1998-02-20
828,1997-12-26,1998-01-04
139,1998-11-18,1998-11-23
937,1998-02-26,1998-03-13
830,1995-08-01,1995-08-19
704,1999-08-11,1999-08-21
124,1996-06-05,1996-06-17
980,1997-10-28,1997-10-29
199,2000-06-01,2000-06-02
8,1997-05-07,1997-05-24
745,1998-12-13,1999-01-09
211,1996-09-18,1996-10-18
40,1997-02-09,1997-02-20
425,1997-04-26,1997-05-22
732,1999-05-01,1999-05-28
401,1998-02-11,1998-03-11
539,1999-11-22,2017-12-29
391,1995-08-27,1995-09-06
149,1999-09-08,1999-09-15
782,1997-07-21,1997-08-12
980,1996-04-11,1996-05-07
281,1997-11-09,1997-11-17
737,2000-02-04,2000-02-21
988,1999-08-25,1999-09-04
906,1996-04-26,1996-05-25
56,1999-08-03,1999-08-05
246,1996-03-19,1996-03-21
92,1996-03-07,1996-03-27
141,1995-06-25,1995-07-21
664,2000-02-02,2000-03-03
892,2000-09-05,2000-09-23
205,1999-03-12,1999-03-18
126,1999-01-15,1999-02-06
439,1997-07-01,1997-07-27
765,1998-06-12,1998-07-07
59,1998-07-19,1998-08-01
321,1997-07-04,1997-07-16
845,1999-04-12,1999-04-19
80,1999-09-26,1999-10-04
435,1996-11-10,1996-12-01
219,1997-01-01,1997-01-07
175,1999-03-04,1999-03-30
913,2000-01-17,2000-02-04
37,2000-02-06,2000-02-29
769,1999-11-23,1999-12-15
42,1999-02-15,1999-02-20
533,1999-11-22,1999-12-02
599,1996-03-04,1996-03-19
459,1998-12-31,1999-01-09
758,1999-10-17,1999-11-06
637,1997-07-11,1997-07-22
787,1997-12-28,1998-01-15
226,1996-05-03,1996-05-31
8,1995-10-31,1995-11-29
533,1997-07-24,1997-08-16
926,2000-02-05,2000-02-24
451,1995-07-22,1995-08-17
450,1997-09-07,1997-09-25
150,2001-02-18,2017-12-30
986,1998-08-09,1998-08-15
690,1997-11-07,1997-12-05
813,1998-05-23,1998-05-27
70,1998-06-07,1998-06-27
101,1997-03-20,1997-04-18
401,2000-01-16,2000-01-17
345,1997-10-24,1997-11-07
954,1998-05-29,1998-06-11
5,1999-01-25,1999-02-24
854,1998-01-15,1998-02-02
64,1996-07-25,1996-08-23
267,1998-06-07,1998-07-01
307,1998-02-17,1998-03-04
807,1997-02-09,1997-02-22
747,1999-09-19,1999-09-20
927,1996-12-19,1996-12-30
229,1998-02-19,1998-03-05
45,1997-04-07,1997-04-16
765,1997-07-22,1997-07-28
96,1998-06-11,1998-06-24
924,2000-08-10,2000-08-12
368,1996-09-18,1996-10-10
953,1996-09-15,1996-09-28
674,1996-09-19,1996-09-24
316,1996-10-15,1996-11-14
612,1997-05-24,1997-06-08
706,1996-05-09,1996-05-15
736,2000-05-05,2000-05-15
481,2000-05-12,2000-06-09
351,1998-07-03,1998-07-19
361,1996-12-22,1996-12-28
896,1997-08-26,1997-08-28
34,1996-01-30,1996-02-13
148,1999-06-30,1999-07-17
891,1996-07-08,1996-08-01
590,1999-02-13,1999-03-15
650,1995-10-20,1995-10-27
579,1997-06-11,1997-07-04
905,1998-05-29,1998-06-27
492,1998-01-23,1998-01-29
733,1997-04-19,1997-05-11
306,1999-06-11,1999-06-18
749,1996-04-15,1996-04-23
251,1997-10-24,1997-11-05
127,1998-12-04,1998-12-24
427,1996-02-26,1996-03-19
826,1998-02-25,1998-03-05
344,1995-12-12,1995-12-31
549,1998-01-15,1998-02-12
910,1997-02-16,1997-03-10
417,1999-08-05,1999-08-26
889,1996-11-05,1996-11-22
268,1998-10-09,1998-10-15
561,1998-05-29,1998-06-08
451,1996-07-14,1996-07-16
833,1996-08-29,1996-08-30
449,1999-12-18,1999-12-31
250,1996-09-19,1996-10-17
578,1999-11-29,2017-12-28
369,1996-11-10,1996-11-17
201,1996-04-09,1996-04-11
753,1995-05-14,1995-05-26
18,1996-04-07,1996-04-18
472,1998-06-17,1998-07-13
11,1998-07-10,1998-07-12
442,1996-05-01,1996-05-05
828,1998-02-15,1998-02-27
39,1996-02-23,1996-03-24
893,1997-01-13,1997-02-11
294,2000-08-29,2000-09-21
692,1999-10-18,1999-10-21
971,1995-12-15,1995-12-30
991,1998-06-22,1998-06-26
976,1998-01-18,1998-02-04
287,1997-10-06,1997-11-05
40,1998-12-25,1998-12-30
442,1998-10-28,1998-11-04
131,1997-01-23,1997-02-17
190,1998-04-10,1998-05-10
2,1998-06-26,1998-07-10
223,1999-11-02,1999-11-14
949,1999-08-15,1999-08-24
874,1996-01-22,1996-02-06
537,1997-01-03,1997-01-17
365,1999-01-26,1999-02-01
164,1999-12-25,2000-01-01
245,1998-01-24,1998-02-06
657,1996-06-23,1996-07-09
45,1999-06-06,1999-07-06
22,1998-08-19,1998-09-07
929,1998-04-08,1998-04-19
480,1998-09-04,1998-09-06
160,1999-03-07,1999-03-12
959,1996-11-15,1996-12-03
236,1999-01-29,1999-02-28
708,1997-04-22,1997-04-23
366,1999-02-04,1999-02-14
36,1999-02-24,1999-02-27
690,1996-04-14,1996-05-07
202,2000-01-15,2000-01-17
65,1999-01-28,1999-02-09
805,2000-02-11,2000-02-28
62,1997-02-26,1997-03-24
838,1998-11-23,1998-11-25
81,1997-07-24,1997-08-16
347,1999-12-12,2000-01-05
496,1998-12-23,1998-12-25
265,1997-12-20,1997-12-21
802,1998-08-12,1998-09-09
636,2000-07-26,2000-08-07
457,1996-02-10,1996-02-14
157,1997-03-09,1997-04-03
679,1998-12-27,1999-01-14
383,1998-01-02,1998-01-13
765,1998-05-09,1998-05-21
856,1998-12-14,1999-01-08
838,1999-07-18,1999-08-08
864,1997-05-28,1997-06-19
849,1999-03-21,1999-04-16
449,1998-11-08,1998-11-15
537,1999-07-28,2017-12-28
562,1995-10-27,1995-11-11
768,1998-10-03,1998-10-21
783,1998-01-08,1998-01-31
632,1998-11-15,1998-11-19
911,1996-02-05,1996-02-21
787,1997-04-15,1997-05-04
336,1999-10-15,1999-10-25
983,1996-10-30,1996-11-01
85,1996-03-29,1996-03-31
163,1996-05-12,1996-05-20
532,1998-01-07,1998-01-21
190,1997-11-29,1997-12-29
505,1997-01-19,1997-01-29
672,1997-07-21,1997-08-01
360,1998-04-28,1998-05-18
75,1996-12-09,1997-01-05
532,1995-11-01,1995-11-05
804,1998-09-27,1998-10-01
414,1999-12-09,2000-01-01
728,1998-12-22,1999-01-19
227,1996-08-06,1996-08-24
336,1998-02-26,1998-03-21
690,1997-03-08,1997-04-06
521,2000-02-04,2000-02-14
374,1996-05-19,1996-06-07
525,1999-05-04,1999-05-18
274,1996-10-22,1996-11-15
987,1999-05-14,1999-06-12
629,1998-05-30,1998-06-02
609,2000-01-31,2000-02-03
830,1997-03-15,1997-04-12
463,1999-12-05,1999-12-11
485,1995-12-27,1996-01-16
714,1998-03-20,1998-04-11
789,1996-07-21,1996-08-11
101,1997-06-20,1997-07-14
596,1999-04-09,1999-05-08
189,2000-05-13,2017-12-29
839,1997-04-17,1997-04-26
201,1997-10-25,1997-10-31
126,2000-10-16,2000-11-01
192,1997-01-31,1997-02-07
396,1999-09-09,1999-10-03
448,1996-11-14,1996-11-23
836,1999-08-25,1999-09-22
210,1998-08-22,1998-09-09
387,1999-05-09,1999-06-07
441,1999-12-30,2000-01-03
343,1999-01-06,1999-01-27
646,1997-04-11,1997-05-10
481,1997-01-17,1997-02-14
320,1999-08-02,1999-08-10
689,1997-12-27,1998-01-10
722,1998-10-30,1998-11-29
933,1996-01-31,1996-02-04
441,1999-11-01,1999-11-22
987,1999-07-20,1999-08-02
482,1996-11-07,1996-11-14
433,1996-07-09,1996-08-07
16,1997-09-25,1997-10-13
303,1998-02-12,1998-02-17
582,1998-07-11,1998-07-25
217,1997-01-26,1997-02-23
248,1995-06-17,1995-06-21
519,1995-10-21,1995-10-30
82,1995-10-30,1995-11-27
195,1998-07-22,1998-08-06
335,1997-09-01,1997-10-01
169,2000-02-07,2000-03-05
841,1999-12-26,2000-01-07
900,1998-01-14,1998-01-27
519,1995-12-16,1995-12-23
179,2000-01-04,2000-01-28
189,1999-11-30,1999-12-30
274,1999-02-18,1999-03-07
204,1996-09-18,1996-09-26
928,1997-05-23,1997-06-21
820,2000-05-03,2000-05-06
870,1996-05-10,1996-05-16
871,1999-03-30,1999-04-27
160,1998-01-03,1998-01-14
142,1995-11-24,1995-12-22
970,1997-11-03,1997-11-10
308,1995-12-15,1996-01-05
15,2000-01-14,2000-02-09
858,1997-07-20,1997-07-31
729,1997-01-26,1997-02-24
98,1999-07-08,1999-07-26
565,1998-11-21,1998-12-10
785,1999-09-11,1999-09-27
349,1998-10-26,1998-11-08
934,1998-09-30,1998-10-10
610,1998-07-21,1998-08-06
73,1999-10-06,1999-10-26
656,2000-03-08,2017-12-29
509,1999-10-06,1999-10-25
430,1995-09-22,1995-09-30
128,1996-09-12,1996-10-06
878,1999-06-11,1999-06-22
210,1998-01-14,1998-02-01
439,1996-03-02,1996-03-08
222,1999-03-29,1999-04-12
338,1998-02-11,1998-02-22
391,1996-08-18,1996-09-04
783,1995-12-14,1996-01-02
491,1996-05-15,1996-06-09
695,1998-06-17,1998-06-23
390,1998-03-07,1998-03-08
466,1997-05-03,1997-05-07
533,1997-06-14,1997-07-10
269,1996-10-04,1996-10-07
63,1999-12-04,2017-12-30
839,1998-07-11,1998-08-09
600,1999-06-22,1999-07-22
116,2000-03-09,2000-03-14
607,1997-04-08,1997-05-02
603,1999-10-15,1999-11-08
5,1996-04-04,1996-05-04
590,1998-07-27,1998-08-23
458,2000-07-10,2000-08-07
226,2000-07-28,2000-08-10
953,1997-03-05,1997-03-09
197,1996-07-26,1996-07-29
36,1998-02-18,1998-03-14
698,1999-11-15,1999-11-26
737,2000-02-22,2000-03-21
712,1999-04-18,1999-05-02
376,1997-11-02,1997-11-28
407,1998-05-12,1998-05-30
15,1999-03-14,1999-03-21
825,1999-01-30,1999-02-17
841,1997-05-22,1997-05-27
543,1995-09-11,1995-09-13
510,1998-03-06,1998-03-27
368,1999-10-24,1999-11-22
559,1997-12-15,1998-01-05
345,1998-08-03,1998-08-11
659,1999-02-18,1999-03-19
3,1996-05-12,1996-05-19
319,1999-12-18,2000-01-17
247,1998-05-28,1998-05-31
448,1999-01-21,1999-01-27
769,1997-05-01,1997-05-10
491,1998-11-28,1998-12-05
253,1996-04-19,1996-04-24
330,1998-11-04,1998-11-06
102,1996-04-14,1996-04-21
668,1998-08-31,1998-09-20
402,1998-10-20,1998-11-13
157,1996-08-17,1996-08-20
295,1998-03-02,1998-03-31
578,1998-11-14,1998-12-04
479,1995-09-18,1995-10-05
496,1996-08-06,1996-08-24
41,1997-04-29,1997-05-23
409,1999-01-29,1999-02-27
495,1996-07-28,1996-08-22
723,1998-02-22,1998-03-20
737,2000-05-14,2000-06-02
358,1996-02-18,1996-03-10
30,1997-06-17,1997-06-20
467,1999-11-22,1999-12-03
3,1997-01-14,1997-01-29
309,1996-06-01,1996-06-05
710,1996-04-03,1996-04-09
800,1996-11-18,1996-12-17
938,1995-08-04,1995-08-17
562,1999-05-14,1999-06-04
812,1995-10-06,1995-10-24
225,1999-01-26,1999-02-20
370,1999-03-06,1999-03-10
306,1995-11-07,1995-11-10
667,1999-10-28,1999-11-04
359,1997-07-16,1997-07-27
918,1995-12-19,1996-01-11
119,1999-12-03,1999-12-17
503,1998-05-02,1998-05-10
657,1999-09-20,1999-10-07
199,1998-08-21,1998-08-22
690,1996-07-16,1996-07-25
442,1998-07-10,1998-07-30
997,1998-03-05,1998-03-07
574,1999-12-20,2000-01-05
125,1997-03-27,1997-04-15
573,1996-10-03,1996-10-16
845,1998-12-20,1999-01-07
151,1997-12-15,1998-01-03
850,1996-12-16,1997-01-08
401,1995-09-08,1995-09-15
508,1998-04-16,1998-05-15
253,1999-10-31,1999-11-12
518,1998-02-01,1998-02-06
864,1999-11-25,1999-12-09
789,1996-06-09,1996-07-06
728,2000-06-12,2000-06-18
196,1996-07-06,1996-07-11
55,1999-05-29,1999-06-08
136,1998-04-03,1998-04-25
513,2000-03-17,2000-03-19
412,1996-09-23,1996-10-13
697,1995-12-23,1996-01-20
588,1996-05-15,1996-05-17
465,1996-05-02,1996-05-13
442,1995-05-04,1995-05-06
535,1995-10-16,1995-11-01
939,1996-02-13,1996-03-13
323,1999-09-03,1999-09-16
875,1998-08-30,1998-09-22
266,1997-07-14,1997-08-01
536,1998-12-04,1998-12-30
333,1999-01-30,1999-02-03
826,1999-09-04,1999-09-08
898,1998-06-06,1998-07-05
800,1998-06-30,1998-07-27
710,1999-01-24,1999-02-06
200,1996-01-24,1996-02-11
687,1997-08-03,1997-08-04
400,2000-04-01,2000-04-09
733,1997-11-21,1997-12-06
754,1999-02-19,1999-03-07
31,1997-12-24,1997-12-29
235,1998-07-24,1998-07-31
419,1998-12-08,1998-12-29
188,1997-02-19,1997-03-20
729,1995-07-29,1995-08-18
619,1998-05-04,1998-05-31
997,1996-11-02,1996-11-16
67,1999-07-04,1999-07-29
490,1998-09-09,1998-09-22
894,1997-12-16,1997-12-21
681,1999-04-04,1999-04-27
986,1999-02-24,1999-03-11
479,1999-07-04,1999-07-28
119,1997-08-25,1997-08-28
622,1999-10-10,1999-10-11
803,1996-05-13,1996-06-07
40,1996-04-17,1996-04-20
803,1997-03-17,1997-03-28
571,1998-07-03,1998-08-01
937,1996-09-02,1996-09-15
283,1998-10-26,1998-11-21
789,2000-04-28,2000-05-10
698,1997-06-12,1997-07-10
923,1996-12-28,1997-01-13
785,1997-07-05,1997-07-11
439,1995-08-11,1995-08-29
499,1998-05-23,1998-05-29
287,1996-12-30,1997-01-08
430,1997-07-26,1997-08-16
490,1995-12-08,1995-12-26
219,1996-08-23,1996-09-22
988,2000-05-12,2000-06-01
973,1997-07-09,1997-07-24
406,1998-01-30,1998-02-22
253,1998-06-02,1998-06-17
986,1999-04-13,1999-04-27
313,1997-04-14,1997-05-10
377,1996-11-17,1996-12-09
161,2000-02-06,2000-02-09
946,1997-04-10,1997-04-15
974,2000-05-26,2000-06-24
466,1998-08-12,1998-09-06
285,1999-12-23,2000-01-18
173,1997-03-17,1997-03-28
459,1999-11-11,1999-11-14
662,1996-09-08,1996-10-05
485,1999-07-05,1999-07-19
256,1997-03-21,1997-04-06
347,1996-10-24,1996-11-05
961,1998-07-29,1998-08-11
642,2000-04-02,2000-04-21
162,1997-11-16,1997-12-15
232,1995-10-14,1995-11-03
756,2000-08-21,2000-09-08
739,1998-12-04,1998-12-18
691,1997-02-08,1997-02-19
745,1996-10-06,1996-11-05
722,1999-09-10,1999-10-06
567,1998-04-20,1998-05-18
198,1998-07-27,1998-08-08
77,1999-01-03,1999-01-07
871,1996-04-03,1996-04-19
891,1997-04-24,1997-05-22
2,1996-07-31,1996-08-15
712,1999-05-27,1999-06-14
703,1996-12-04,1996-12-21
575,1999-03-10,1999-04-04
759,1996-02-10,1996-03-03
588,1999-09-22,1999-10-11
496,1996-09-27,1996-10-11
170,1998-01-30,1998-02-21
891,2000-10-08,2000-11-01
332,1998-08-25,1998-09-10
884,2000-02-09,2000-03-09
682,2000-09-01,2000-09-14
403,1996-09-07,1996-09-30
320,1996-07-27,1996-07-28
338,1998-11-11,1998-12-08
815,1995-08-14,1995-08-30
877,1996-08-03,1996-08-08
760,1999-03-27,1999-04-03
552,1997-05-23,1997-06-03
407,1999-03-12,1999-03-28
883,1998-03-06,1998-04-05
261,1998-11-19,1998-11-21
421,1995-07-19,1995-08-04
524,1997-09-07,1997-10-02
706,1996-03-19,1996-03-26
599,1999-06-10,1999-07-09
232,1996-06-15,1996-06-22
596,1998-01-14,1998-02-12
584,1995-07-01,1995-07-26
671,1999-11-30,1999-12-04
995,1999-07-06,1999-08-04
862,1997-10-23,1997-11-17
953,1999-04-16,1999-04-20
305,1996-06-28,1996-07-24
836,2000-08-08,2000-08-26
257,1999-11-14,1999-11-29
801,1998-07-24,1998-07-30
86,1998-08-28,1998-09-05
511,1996-04-04,1996-04-21
927,1996-02-18,1996-03-03
981,1995-07-26,1995-08-19
53,1998-02-23,1998-02-27
792,1997-11-18,1997-11-27
10,1998-09-01,1998-09-02
996,1997-02-23,1997-03-25
503,1998-12-16,1999-01-12
584,1999-04-05,1999-04-07
546,1997-11-29,1997-12-11
46,1997-02-24,1997-03-26
107,2000-02-19,2000-03-20
904,1999-06-18,1999-06-26
344,1995-10-06,1995-10-15
111,2000-01-11,2000-02-03
516,1996-06-05,1996-06-12
652,1999-05-03,1999-05-15
178,1997-06-15,1997-06-21
281,1998-02-11,1998-03-13
219,1997-03-02,1997-03-13
241,1998-12-02,1998-12-22
367,1996-12-11,1996-12-20
469,1997-10-23,1997-11-11
519,1995-10-30,1995-11-27
626,1998-11-07,1998-12-05
239,1997-03-08,1997-03-24
516,1998-09-26,1998-10-16
795,2000-04-08,2017-12-30
951,1997-06-01,1997-06-14
50,1996-02-01,1996-02-14
245,1997-03-19,1997-03-31
924,1996-09-14,1996-09-20
181,1997-08-28,1997-09-18
140,1999-08-09,1999-09-05
986,1998-05-05,1998-05-22
378,2000-03-02,2000-03-14
585,1996-04-18,1996-04-23
925,1997-06-24,1997-07-03
132,1998-07-14,1998-07-17
513,2000-05-23,2000-06-15
77,1998-03-23,1998-04-22
357,1998-07-15,1998-07-25
310,1996-03-05,1996-03-10
399,1998-04-26,1998-05-15
101,1997-06-06,1997-06-20
22,1998-11-04,1998-11-21
229,1999-11-06,1999-11-12
497,1997-03-24,1997-04-23
882,1996-07-16,1996-08-09
582,2000-04-23,2000-05-19
93,1997-11-19,1997-12-04
640,2000-01-16,2017-12-29
699,2000-03-01,2017-12-28
814,1999-07-28,1999-08-08
945,2000-04-07,2000-04-28
44,1998-10-19,1998-10-23
197,1998-08-24,1998-08-31
90,2000-01-25,2000-01-27
768,1999-07-19,1999-08-12
729,1998-02-20,1998-03-03
262,1998-10-09,1998-11-01
466,1995-06-18,1995-06-24
623,1997-02-09,1997-03-06
128,1997-02-18,1997-03-20
456,2000-08-04,2000-08-25
860,2000-08-16,2000-09-08
182,1997-04-10,1997-04-30
103,1997-07-01,1997-07-13
616,1997-10-30,1997-11-28
787,1996-05-03,1996-05-28
619,1995-09-05,1995-09-13
509,1996-02-28,1996-03-10
720,1998-07-31,1998-08-26
298,1997-11-12,1997-11-24
937,1999-12-16,1999-12-26
818,1998-12-23,1999-01-03
785,1997-08-05,1997-08-08
708,1996-01-28,1996-02-21
801,1997-01-18,1997-01-26
117,1997-06-06,1997-06-18
20,1999-07-11,1999-07-27
586,1999-06-01,1999-06-27
50,2000-02-19,2000-03-01
73,1997-06-05,1997-06-07
882,2000-04-10,2000-04-29
353,1999-01-05,1999-01-25
964,1998-01-20,1998-02-19
15,1997-12-20,1998-01-03
219,1997-06-05,1997-06-07
56,1999-06-29,1999-07-25
731,1997-12-29,1998-01-22
246,1995-07-31,1995-08-12
220,1999-10-06,1999-10-11
315,1996-02-26,1996-03-05
685,1999-09-26,2017-12-30
91,2000-10-29,2000-11-14
904,1997-08-22,1997-09-16
658,1999-12-25,1999-12-28
721,1996-06-07,1996-06-21
932,1999-02-28,1999-03-29
748,1998-03-10,1998-03-18
344,1996-10-26,1996-10-31
948,1997-08-29,1997-09-15
822,2000-01-22,2000-02-10
410,1998-09-29,1998-10-01
35,1998-05-03,1998-05-09
189,1998-08-16,1998-08-24
714,1998-01-02,1998-01-27
531,1996-10-31,1996-11-27
284,1997-05-01,1997-05-14
781,2000-01-02,2000-01-30
200,1996-05-03,1996-05-08
421,1998-09-02,1998-09-08
299,1999-03-22,1999-04-08
704,1995-06-16,1995-07-08
907,1997-10-01,1997-10-10
126,1998-05-01,1998-05-22
925,1997-08-03,1997-08-28
797,2000-02-26,2000-03-17
872,1996-04-18,1996-05-06
642,1996-05-05,1996-05-15
175,1996-08-13,1996-08-20
321,1999-03-06,1999-03-20
449,1997-11-29,1997-12-17
587,2000-01-20,2017-12-29
148,1997-12-07,1997-12-17
565,1999-04-24,1999-05-02
143,1996-08-25,1996-09-19
392,1999-07-16,1999-08-07
127,1998-09-17,1998-10-06
7,1997-01-05,1997-01-23
531,1996-06-07,1996-06-17
928,1996-06-15,1996-07-13
539,1998-08-19,1998-08-23
435,1996-05-21,1996-06-10
687,1998-03-07,1998-03-09
797,1997-09-01,1997-09-02
877,1997-02-16,1997-03-14
745,1999-01-09,1999-01-22
553,1999-10-03,1999-11-02
823,1999-05-01,1999-05-14
599,1997-05-20,1997-06-07
906,1997-12-23,1997-12-29
321,1999-06-29,1999-07-17
952,1997-03-27,1997-04-11
407,1997-01-30,1997-02-21
10,1997-01-18,1997-01-26
81,1995-10-21,1995-10-30
679,1997-02-27,1997-03-12
558,1998-01-13,1998-01-30
491,1997-11-02,1997-11-30
805,1995-12-15,1995-12-21
462,1999-12-27,2000-01-21
339,1999-07-21,1999-07-24
285,1998-04-18,1998-04-30
712,1998-09-14,1998-09-23
231,1995-10-26,1995-11-10
838,1995-10-03,1995-10-09
262,1997-07-03,1997-07-22
440,1998-10-07,1998-10-24
781,1997-11-13,1997-11-20
650,2000-02-04,2017-12-28
961,1996-04-20,1996-05-13
794,1996-10-12,1996-11-08
563,1998-08-02,1998-08-04
41,1996-08-20,1996-09-10
374,1999-08-26,1999-09-21
769,1995-09-15,1995-09-23
902,1999-07-24,1999-07-29
523,1999-02-12,1999-03-10
612,1999-08-13,1999-08-24
53,1998-12-27,1999-01-26
880,1999-08-02,1999-08-07
925,1998-03-31,1998-04-23
432,1997-01-16,1997-02-07
381,1996-08-27,1996-09-15
800,1996-03-20,1996-04-07
859,1998-01-01,1998-01-14
440,1999-08-18,1999-09-14
157,1998-01-28,1998-02-12
223,1996-09-10,1996-10-03
758,1996-05-25,1996-06-03
740,1997-02-08,1997-02-18
665,1998-11-11,1998-12-08
84,1997-08-16,1997-08-29
92,1997-08-10,1997-09-09
951,1997-06-14,1997-06-18
191,1998-02-15,1998-03-01
905,1999-05-16,1999-05-28
559,1999-10-21,1999-11-20
823,1998-02-17,1998-02-19
765,1999-12-22,1999-12-26
284,1999-08-01,1999-08-03
797,1998-08-01,1998-08-05
113,1999-04-01,1999-04-06
687,1999-08-19,1999-09-15
405,1997-08-07,1997-08-22
244,1997-10-06,1997-10-25
798,1998-10-25,1998-11-16
958,1998-04-07,1998-04-12
284,1997-06-15,1997-06-28
511,1998-09-01,1998-09-02
757,1998-10-03,1998-10-04
709,1999-04-12,1999-04-17
183,1997-02-13,1997-03-10
647,1999-06-14,1999-06-20
29,1998-07-10,1998-07-21
629,1999-10-06,1999-10-23
356,1998-09-12,1998-09-16
917,1998-02-19,1998-03-10
351,1998-04-29,1998-05-24
125,1999-06-18,1999-07-08
67,2000-03-09,2000-03-20
196,1998-08-30,1998-09-07
408,1996-12-26,1996-12-28
487,1998-04-13,1998-04-21
519,1999-02-12,1999-02-25
174,1997-02-19,1997-03-07
349,1997-09-06,1997-09-15
571,1997-08-06,1997-08-19
580,1995-12-31,1996-01-29
860,1997-01-23,1997-02-15
265,1998-10-18,1998-11-04
404,1998-03-08,1998-03-29
471,1996-04-26,1996-05-11
794,1998-07-21,1998-08-06
349,1996-01-08,1996-01-26
987,1996-03-02,1996-03-10
833,1997-08-19,1997-08-22
234,1997-05-13,1997-06-02
561,1999-05-10,1999-05-20
52,1997-01-11,1997-01-13
403,1997-04-25,1997-05-25
354,1997-10-28,1997-11-21
286,1996-04-03,1996-04-28
489,1996-06-25,1996-07-21
961,1997-09-18,1997-09-24
601,1998-10-02,1998-10-24
942,1999-07-19,1999-08-06
786,1996-05-05,1996-06-04
49,1996-05-29,1996-06-27
761,2000-08-21,2000-08-27
480,1999-07-08,1999-07-23
159,1996-12-27,1997-01-11
468,1998-08-05,1998-08-15
866,1999-06-14,1999-07-01
472,1998-06-05,1998-06-17
873,1995-06-12,1995-06-22
316,1996-06-12,1996-06-21
996,1995-09-29,1995-10-28
339,2000-03-26,2000-03-29
345,1997-09-04,1997-09-08
478,1999-11-13,1999-11-30
876,1999-02-05,1999-03-04
516,1996-04-03,1996-04-28
656,1998-05-11,1998-05-29
289,2000-03-23,2000-04-02
